Device,Compute Capability,SM Count,SM Frequency,Memory Bandwidth,L2 Cache
NVIDIA GeForce RTX 4060 Laptop GPU,8.9 (Ada Lovelace),24,1.90 GHz,192 GB/s,32 MB
